ID POSTE;ID IP;CIDADAE;Lamp Type;Potência da Lâmpada;Relé Individual;UC Agrupadora;COORD_X;COORD_Y
5445307;22442499;PALMITAL;Vapor de Sódio;250;Sim;2100636;580232;7480520
5446046;22442500;PALMITAL;Vapor de Sódio;150;Sim;2100636;580251;7480585
6172351;22442501;PALMITAL;Vapor de Sódio;150;Sim;2100636;580260;7480616
5453608;22442502;PALMITAL;Vapor de Sódio;100;Sim;2100636;580182;7480599
6174726;22442503;PALMITAL;Vapor de Sódio;100;Sim;2100636;580206;7480590
6172998;22442504;PALMITAL;Vapor de Sódio;100;Sim;2100636;580235;7480580
6188306;22442505;PALMITAL;Vapor de Sódio;150;Sim;2100636;579397;7480095
6188987;22442506;PALMITAL;Vapor de Sódio;150;Sim;2100636;579429;7480083
6188986;22442507;PALMITAL;Vapor de Sódio;150;Sim;2100636;579460;7480072
6188836;22442508;PALMITAL;Vapor de Sódio;150;Sim;2100636;579479;7480058
6188985;22442509;PALMITAL;Vapor de Sódio;150;Sim;2100636;579491;7480061
36962823;22442510;PALMITAL;Vapor de Sódio;150;Sim;2100636;579526;7480048
6188837;22442511;PALMITAL;Vapor de Sódio;150;Sim;2100636;579491;7480091
6188495;22442512;PALMITAL;Vapor de Sódio;100;Sim;2100636;579530;7480156
6188838;22442513;PALMITAL;Vapor de Sódio;150;Sim;2100636;579503;7480123
6188846;22442514;PALMITAL;Vapor de Sódio;150;Sim;2100636;579514;7480154
6188847;22442515;PALMITAL;Vapor de Sódio;150;Sim;2100636;579526;7480187
6174171;22442516;PALMITAL;Vapor de Sódio;150;Sim;2100636;579556;7480146
6174172;22442517;PALMITAL;Vapor de Sódio;150;Sim;2100636;579585;7480135
5454764;22442518;PALMITAL;Vapor de Sódio;150;Sim;2100636;579432;7480192
5454762;22442519;PALMITAL;Vapor de Sódio;150;Sim;2100636;579402;7480203
6188489;22442520;PALMITAL;Vapor de Sódio;150;Sim;2100636;579376;7480213
6188488;22442521;PALMITAL;Vapor de Sódio;150;Sim;2100636;579356;7480221
5129142;22442522;PALMITAL;Vapor de Sódio;250;Sim;2100636;580653;7480136
5143791;22442523;PALMITAL;Vapor de Sódio;150;Sim;2100636;580627;7480205
5677021;22442524;PALMITAL;Vapor de Sódio;150;Sim;2100636;580659;7480193
6457883;22442525;PALMITAL;Vapor de Sódio;100;Sim;2100636;579670;7478421
6457884;22442526;PALMITAL;Vapor de Sódio;100;Sim;2100636;579680;7478448
6457694;22442527;PALMITAL;Vapor de Sódio;100;Sim;2100636;579662;7478350
5741592;22442528;PALMITAL;Vapor de Sódio;100;Sim;2100636;579728;7478323
6457692;22442529;PALMITAL;Vapor de Sódio;100;Sim;2100636;579762;7478308
6457691;22442530;PALMITAL;Vapor de Sódio;100;Sim;2100636;579794;7478296
6457696;22442531;PALMITAL;Vapor de Sódio;100;Sim;2100636;579783;7478319
6457697;22442532;PALMITAL;Vapor de Sódio;100;Sim;2100636;579792;7478340
5446561;22442533;PALMITAL;Chave;3.5;Não;2100636;580241;7479285
5129351;22442534;PALMITAL;Chave;3.5;Não;2100636;579632;7479200
5440178;22442535;PALMITAL;Chave;3.5;Não;2100636;579449;7479056
6172872;22442536;PALMITAL;Chave;3.5;Não;2100636;579857;7478883
5447703;22442537;PALMITAL;Chave;3.5;Não;2100636;579125;7479705
5446034;22442538;PALMITAL;Chave;3.5;Não;2100636;579412;7479835
6172848;22442539;PALMITAL;Chave;3.5;Não;2100636;580160;7479530
5765502;22442540;PALMITAL;Vapor de Sódio;250;Sim;2100636;580086;7479114
5857125;22442541;PALMITAL;Vapor de Sódio;250;Sim;2100636;580985;7478969
5691424;22442542;PALMITAL;Vapor de Sódio;100;Sim;2100636;580628;7478658
6438105;22442543;PALMITAL;Vapor de Sódio;100;Sim;2100636;580649;7478651
5691423;22442544;PALMITAL;Vapor de Sódio;100;Sim;2100636;580604;7478666
6173024;22442545;PALMITAL;Vapor de Sódio;100;Sim;2100636;580890;7479608
6173025;22442546;PALMITAL;Vapor de Sódio;100;Sim;2100636;580900;7479633
6173026;22442547;PALMITAL;Vapor de Sódio;100;Sim;2100636;580909;7479657
5447722;22442548;PALMITAL;Led;100;Sim;2100636;580869;7479558
6173027;22442549;PALMITAL;Vapor de Sódio;250;Sim;2100636;580917;7479677
6173027;22442550;PALMITAL;Vapor Metálico;250;Não;2100636;580917;7479677
5447271;22442551;PALMITAL;Vapor Metálico;250;Sim;2100636;580921;7479647
5447030;22442552;PALMITAL;Led;100;Sim;2100636;580886;7479660
5129679;22442553;PALMITAL;Vapor de Sódio;100;Sim;2100636;580967;7479509
5446765;22442554;PALMITAL;Vapor de Sódio;100;Sim;2100636;580957;7479484
5447723;22442555;PALMITAL;Led;100;Sim;2100636;580889;7479550
5447724;22442556;PALMITAL;Led;100;Sim;2100636;580920;7479539
5129678;22442557;PALMITAL;Led;100;Sim;2100636;580954;7479526
5447725;22442558;PALMITAL;Led;100;Sim;2100636;581020;7479502
5447726;22442559;PALMITAL;Led;100;Sim;2100636;581058;7479488
5447992;22442560;PALMITAL;Led;100;Sim;2100636;581088;7479476
5447993;22442561;PALMITAL;Led;100;Sim;2100636;581124;7479463
5129677;22442562;PALMITAL;Led;100;Sim;2100636;580785;7479589
6188989;22442563;PALMITAL;Vapor de Sódio;250;Sim;2100636;580737;7479519
6188990;22442564;PALMITAL;Vapor de Sódio;250;Sim;2100636;580750;7479552
5141374;22442565;PALMITAL;Vapor de Sódio;100;Sim;2100636;580197;7480934
6171140;22442566;PALMITAL;Vapor de Sódio;100;Sim;2100636;580133;7480988
6172393;22442567;PALMITAL;Led;40;Sim;2100636;580227;7480970
6172394;22442568;PALMITAL;Vapor de Sódio;100;Sim;2100636;580214;7480993
6172395;22442569;PALMITAL;Vapor de Sódio;100;Sim;2100636;580199;7481021
6172395;22442570;PALMITAL;Vapor Metálico;250;Não;2100636;580199;7481021
5447520;22442571;PALMITAL;Vapor de Sódio;250;Sim;2100636;580282;7480952
5141373;22442572;PALMITAL;Vapor de Sódio;250;Sim;2100636;580251;7480962
5448023;22442573;PALMITAL;Vapor de Sódio;100;Sim;2100636;580225;7480948
5707422;22442574;PALMITAL;Vapor de Sódio;100;Sim;2100636;580170;7480923
5448035;22442575;PALMITAL;Vapor de Sódio;100;Sim;2100636;580147;7480908
5448036;22442576;PALMITAL;Vapor de Sódio;100;Sim;2100636;580119;7480893
6171138;22442577;PALMITAL;Vapor de Sódio;100;Sim;2100636;580162;7480940
6171139;22442578;PALMITAL;Led;40;Sim;2100636;580150;7480959
5129881;22442579;PALMITAL;Vapor de Sódio;100;Sim;2100636;580300;7480733
6472402;22442580;PALMITAL;Vapor de Sódio;70;Sim;2100636;580200;7480822
6171897;22442581;PALMITAL;Vapor de Sódio;70;Sim;2100636;580167;7480835
6171896;22442582;PALMITAL;Vapor de Sódio;100;Sim;2100636;580135;7480847
6171895;22442583;PALMITAL;Vapor de Sódio;100;Sim;2100636;580112;7480851
5445152;22442584;PALMITAL;Vapor de Sódio;70;Sim;2100636;580309;7480704
5677021;22442585;PALMITAL;Vapor de Sódio;250;Sim;2100636;580659;7480193
5677020;22442586;PALMITAL;Vapor de Sódio;250;Sim;2100636;580685;7480184
6173204;22442587;PALMITAL;Vapor de Sódio;150;Sim;2100636;580668;7480066
6173203;22442588;PALMITAL;Vapor de Sódio;150;Sim;2100636;580640;7480077
6173202;22442589;PALMITAL;Vapor de Sódio;150;Sim;2100636;580613;7480088
6172881;22442590;PALMITAL;Vapor de Sódio;150;Sim;2100636;580584;7480099
6188483;22442591;PALMITAL;Vapor de Sódio;150;Sim;2100636;580553;7480110
5453843;22442592;PALMITAL;Vapor de Sódio;250;Sim;2100636;580680;7480161
5453843;22442593;PALMITAL;Vapor Metálico;400;Não;2100636;580680;7480161
5453842;22442594;PALMITAL;Vapor de Sódio;100;Sim;2100636;580709;7480187
6171709;22442595;PALMITAL;Vapor de Sódio;250;Sim;2100636;580739;7480215
6171708;22442596;PALMITAL;Vapor de Sódio;250;Sim;2100636;580766;7480239
6171708;22442597;PALMITAL;Vapor de Sódio;400;Não;2100636;580766;7480239
6171705;22442598;PALMITAL;Vapor de Sódio;250;Sim;2100636;580790;7480261
6173208;22442599;PALMITAL;Vapor de Sódio;100;Sim;2100636;580802;7480261
5445348;22442600;PALMITAL;Vapor de Sódio;250;Sim;2100636;580613;7480100
5453844;22442601;PALMITAL;Vapor de Sódio;250;Sim;2100636;580631;7480116
5129143;22442602;PALMITAL;Vapor de Sódio;150;Sim;2100636;580510;7480009
6172227;22442603;PALMITAL;Vapor de Sódio;100;Sim;2100636;580485;7479956
6174163;22442604;PALMITAL;Vapor de Sódio;150;Sim;2100636;580522;7480012
6489397;22442605;PALMITAL;Vapor de Sódio;100;Sim;2100636;580589;7478211
6489392;22442606;PALMITAL;Vapor de Sódio;100;Sim;2100636;580571;7478226
6489393;22442607;PALMITAL;Vapor de Sódio;100;Sim;2100636;580543;7478240
6489394;22442608;PALMITAL;Vapor de Sódio;100;Sim;2100636;580516;7478255
6489395;22442609;PALMITAL;Vapor de Sódio;100;Sim;2100636;580465;7478284
6489400;22442610;PALMITAL;Vapor de Sódio;100;Sim;2100636;580492;7478269
5779366;22442611;PALMITAL;Vapor de Sódio;100;Sim;2100636;580332;7478358
6489380;22442612;PALMITAL;Vapor de Sódio;100;Sim;2100636;580209;7478427
5779118;22442613;PALMITAL;Vapor de Sódio;100;Sim;2100636;580282;7478447
5792989;22442614;PALMITAL;Vapor de Sódio;100;Sim;2100636;580307;7478453
6489227;22442615;PALMITAL;Vapor de Sódio;100;Sim;2100636;580593;7478232
5448007;22442616;PALMITAL;Vapor de Sódio;100;Sim;2100636;579468;7478721
5143195;22442617;PALMITAL;Vapor de Sódio;100;Sim;2100636;579487;7478772
6173182;22442618;PALMITAL;Vapor de Sódio;100;Sim;2100636;579907;7479004
6173189;22442619;PALMITAL;Vapor de Sódio;100;Sim;2100636;579969;7479194
6171112;22442620;PALMITAL;Vapor de Sódio;100;Sim;2100636;580035;7479137
6172834;22442621;PALMITAL;Vapor de Sódio;100;Sim;2100636;580064;7478917
5445585;22442622;PALMITAL;Vapor de Sódio;100;Sim;2100636;580370;7479353
5445585;22442623;PALMITAL;Vapor de Sódio;100;Não;2100636;580370;7479353
6172048;22442624;PALMITAL;Vapor de Sódio;100;Sim;2100636;580400;7479337
6188991;22442625;PALMITAL;Vapor de Sódio;250;Sim;2100636;580762;7479587
6189111;22442626;PALMITAL;Vapor de Sódio;250;Sim;2100636;580775;7479620
6189112;22442627;PALMITAL;Vapor de Sódio;250;Sim;2100636;580786;7479652
6189113;22442628;PALMITAL;Vapor de Sódio;250;Sim;2100636;580795;7479676
6189114;22442629;PALMITAL;Vapor de Sódio;250;Sim;2100636;580807;7479708
6174730;22442630;PALMITAL;Vapor de Sódio;250;Sim;2100636;580817;7479736
6174730;22442631;PALMITAL;Vapor Metálico;400;Não;2100636;580817;7479736
6174730;22442632;PALMITAL;Vapor Metálico;400;Não;2100636;580817;7479736
6174730;22442633;PALMITAL;Vapor Metálico;400;Não;2100636;580817;7479736
6174730;22442634;PALMITAL;Vapor Metálico;400;Não;2100636;580817;7479736
6172211;22442635;PALMITAL;Vapor de Sódio;250;Sim;2100636;580834;7479780
5447721;22442636;PALMITAL;Led;100;Sim;2100636;580813;7479579
6172212;22442637;PALMITAL;Vapor de Sódio;250;Sim;2100636;580844;7479810
5447029;22442638;PALMITAL;Led;100;Sim;2100636;580850;7479673
5453611;22442639;PALMITAL;Led;100;Sim;2100636;580815;7479686
5453610;22442640;PALMITAL;Led;100;Sim;2100636;580778;7479699
5453848;22442641;PALMITAL;Led;100;Sim;2100636;580759;7479599
5453850;22442642;PALMITAL;Led;100;Sim;2100636;580723;7479613
5129676;22442643;PALMITAL;Led;100;Sim;2100636;580602;7479659
6173662;22442644;PALMITAL;Vapor de Sódio;100;Sim;2100636;580552;7479591
5129880;22442645;PALMITAL;Vapor de Sódio;70;Sim;2100636;580274;7480717
5445151;22442646;PALMITAL;Vapor de Sódio;100;Sim;2100636;580239;7480730
5444936;22442647;PALMITAL;Vapor de Sódio;70;Sim;2100636;580202;7480743
6171519;22442648;PALMITAL;Vapor de Sódio;100;Sim;2100636;580172;7480754
6171518;22442649;PALMITAL;Vapor de Sódio;100;Sim;2100636;580136;7480767
6172352;22442650;PALMITAL;Vapor de Sódio;150;Sim;2100636;580272;7480657
6173666;22442651;PALMITAL;Vapor de Sódio;100;Sim;2100636;580113;7480775
6171336;22442652;PALMITAL;Vapor de Sódio;100;Sim;2100636;580079;7480788
32999661;22442653;PALMITAL;Vapor de Sódio;100;Sim;2100636;580047;7480801
32999661;22442654;PALMITAL;Vapor Metálico;250;Não;2100636;580047;7480801
6405053;22442655;PALMITAL;Vapor de Sódio;100;Sim;2100636;580054;7480822
6405054;22442656;PALMITAL;Vapor de Sódio;100;Sim;2100636;580086;7480838
6171847;22442657;PALMITAL;Vapor de Sódio;100;Sim;2100636;580312;7480622
6171848;22442658;PALMITAL;Vapor de Sódio;70;Sim;2100636;580279;7480634
6171849;22442659;PALMITAL;Vapor de Sódio;70;Sim;2100636;580249;7480645
6173810;22442660;PALMITAL;Vapor de Sódio;100;Sim;2100636;580217;7480657
5445337;22442661;PALMITAL;Led;100;Sim;2100636;580200;7480694
6172353;22442662;PALMITAL;Vapor de Sódio;150;Sim;2100636;580279;7480677
5445338;22442663;PALMITAL;Led;100;Sim;2100636;580212;7480728
5445339;22442664;PALMITAL;Led;100;Sim;2100636;580224;7480761
6174162;22442665;PALMITAL;Vapor de Sódio;150;Sim;2100636;580506;7480018
5446792;22442666;PALMITAL;Vapor de Sódio;150;Sim;2100636;580536;7480033
5446791;22442667;PALMITAL;Vapor de Sódio;250;Sim;2100636;580566;7480061
5446790;22442668;PALMITAL;Vapor de Sódio;250;Sim;2100636;580593;7480082
6173049;22442669;PALMITAL;Vapor de Sódio;250;Sim;2100636;580406;7479915
6173048;22442670;PALMITAL;Vapor de Sódio;250;Sim;2100636;580431;7479938
6173047;22442671;PALMITAL;Vapor de Sódio;150;Sim;2100636;580456;7479960
6173046;22442672;PALMITAL;Vapor de Sódio;250;Sim;2100636;580483;7479984
5129140;22442673;PALMITAL;Vapor de Sódio;150;Não;2100636;580367;7480296
6172493;22442674;PALMITAL;Vapor de Sódio;150;Não;2100636;580394;7480339
6172492;22442675;PALMITAL;Vapor de Sódio;150;Não;2100636;580381;7480303
6172491;22442676;PALMITAL;Vapor de Sódio;150;Não;2100636;580368;7480266
5445298;22442677;PALMITAL;Vapor de Sódio;150;Não;2100636;580271;7480330
5129141;22442678;PALMITAL;Vapor de Sódio;150;Não;2100636;580308;7480317
5445297;22442679;PALMITAL;Vapor de Sódio;150;Não;2100636;580332;7480308
5445296;22442680;PALMITAL;Vapor de Sódio;150;Não;2100636;580393;7480287
5445104;22442681;PALMITAL;Vapor de Sódio;150;Não;2100636;580426;7480275
5445103;22442682;PALMITAL;Vapor de Sódio;150;Não;2100636;580463;7480262
5445102;22442683;PALMITAL;Vapor de Sódio;150;Não;2100636;580492;7480252
5446270;22442684;PALMITAL;Vapor de Sódio;150;Não;2100636;580274;7480308
6172049;22442685;PALMITAL;Vapor de Sódio;100;Sim;2100636;580430;7479321
